0.9685786587937579,01001000010101100101110010101001101011010110000001001010110111000010011001101010
0.9472796288485871,11011100101111110001001110101101010111010111100001110101101011101001000001101100
0.9807043441585829,00001100101000110010100110001111100101100101000000011010101001100001000110110110
0.965520877266976,01011000000110100110011010111110111110111111100000101010101111011110110001000000
0.9939898776887389,00000101011001000101101100111100011110110101100001110000111111000001010010010100
0.9971530999578238,01111000000001000001010001111100011110000111100001111001000100010110000000101110
0.9870307886967524,01001000010001000011101111011100011111000111100011111000000010011110101001101110
0.99514972585407,00000000000111000000011000111010011110000111010010110001011001000000001001001111
0.9924082665541966,00110100001001100001111001101000011110000111100011111100000010010010000100110011
0.998207507380852,10001000000001100001111100111100111110000111101001111000000000001000010001100000
0.9954660480809785,00001100100010100011101010111000011110001111111101111000011001001000000000010010
0.9944116406579502,10100100010011000001110001011100011100000111100011111000000100001001000011001000
0.9946225221425559,10100110010011000001011110111100011100001111110001111000011000100000000000011001
0.9978911851539435,10000111000111010101011010111110011111001111100011111100000001001000000000110000
